0 0 0
1 1 1
2 4 4
3 7 6
4 12 8
5 17 10
6 24 12
7 31 14
8 40 16
9 49 18
10 60 20
11 71 22
12 84 24
13 97 26
14 112 28
15 127 30
16 144 32
17 161 34
18 180 36
19 199 38
20 220 40
21 241 42
22 264 44
23 287 46
24 312 48
25 337 50
26 364 52
27 391 54
28 420 56
29 449 58
30 480 60
31 511 62
32 544 64
33 577 66
34 612 68
35 647 70
36 684 72
37 721 74
38 760 76
39 799 78
40 840 80
41 881 82
42 924 84
43 967 86
44 1012 88
45 1057 90
46 1104 92
47 1151 94
48 1200 96
49 1249 98
50 1300 100
51 1351 102
52 1404 104
53 1457 106
54 1512 108
55 1567 110
56 1624 112
57 1681 114
58 1740 116
59 1799 118
60 1860 120
61 1921 122
62 1984 124
63 2047 126
64 2112 128
65 2177 130
66 2244 132
67 2311 134
68 2380 136
69 2449 138
70 2520 140
71 2591 142
72 2664 144
73 2737 146
74 2812 148
75 2887 150
76 2964 152
77 3041 154
78 3120 156
79 3199 158
80 3280 160
81 3361 162
82 3444 164
83 3527 166
84 3612 168
85 3697 170
86 3784 172
87 3871 174
88 3960 176
89 4049 178
90 4140 180
91 4231 182
92 4324 184
93 4417 186
94 4512 188
95 4607 190
96 4704 192
97 4801 194
98 4900 196
99 4999 198
100 5100 200
101 5201 202
102 5304 204
103 5407 206
104 5512 208
105 5617 210
106 5724 212
107 5831 214
108 5940 216
109 6049 218
110 6160 220
111 6271 222
112 6384 224
113 6497 226
114 6612 228
115 6727 230
116 6844 232
117 6961 234
118 7080 236
119 7199 238
120 7320 240
121 7441 242
122 7564 244
123 7687 246
124 7812 248
125 7937 250
126 8064 252
127 8191 254
128 8320 256
129 8449 258
130 8580 260
131 8711 262
132 8844 264
133 8977 266
134 9112 268
135 9247 270
136 9384 272
137 9521 274
138 9660 276
139 9799 278
140 9940 280
141 10081 282
142 10224 284
143 10367 286
144 10512 288
145 10657 290
146 10804 292
147 10951 294
148 11100 296
149 11249 298
150 11400 300
151 11551 302
152 11704 304
153 11857 306
154 12012 308
155 12167 310
156 12324 312
